"station","arrondissement","mm","jj","n_tot","n_AM","n_PM","n_rush","temp","precip_ind"
"Michelet / Jean-Talon","Saint-Léonard",9,1,18,5,2,7,15.3,0
"St-Laurent / Joliette","Longueuil",8,5,22,1,5,6,27.4,0
"St-Laurent / Joliette","Longueuil",5,7,5,1,0,1,12.1,1
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",6,6,70,9,8,17,18.5,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",5,2,51,17,10,27,21.8,0
"Brébeuf / Curé-Poirier","Longueuil",8,2,9,4,0,4,23.9,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",6,5,76,8,18,26,15.7,0
"Fullum / de Rouen","Ville-Marie",10,2,85,26,23,49,17,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",6,3,6,1,1,2,24.7,0
"St-Patrick / Briand","Le Sud-Ouest",10,5,32,8,8,16,12.3,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",8,2,70,17,22,39,23.9,0
"Dollard / Bernard","Outremont",10,6,52,1,19,20,12.5,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",6,1,4,0,2,2,20.5,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",7,1,36,9,14,23,24.3,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",6,2,20,3,6,9,22.4,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",5,5,21,4,9,13,17.4,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",10,3,177,26,39,65,15.7,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",9,4,172,11,69,80,18.4,0
"Brittany / Ainsley","Mont-Royal",6,2,31,2,15,17,22.4,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",6,4,113,16,35,51,15,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",8,4,6,3,0,3,21.3,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",8,5,13,3,3,6,24.5,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",10,3,54,16,12,28,16.9,0
"Melville / de Maisonneuve","Westmount",6,1,104,8,34,42,23.7,0
"Irwin / Allard","LaSalle",8,1,43,7,16,23,21.8,0
"Jean-Paul-Vincent / Adoncour","Longueuil",9,5,3,0,2,2,20.3,0
"Parc Bariteau (Saint-Georges)","Longueuil",6,3,4,0,2,2,16.7,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",7,1,78,15,15,30,20.4,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",7,2,18,1,10,11,25.9,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",8,6,118,16,19,35,27.4,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",7,2,61,7,23,30,22.6,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",7,1,38,10,8,18,25.3,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",8,3,238,18,84,102,19.2,0
"Michelet / Jean-Talon","Saint-Léonard",9,3,32,3,12,15,18.1,0
"Mackay / Ste-Catherine","Ville-Marie",10,2,79,8,31,39,7.3,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",7,4,6,0,1,1,20.2,0
"St-Dominique / Rachel","Le Plateau-Mont-Royal",6,6,137,8,21,29,19.5,0
"de Chenonceau / Chomedey","Laval",7,3,1,0,0,0,22.9,1
"des Érables / Dandurand","Rosemont - La Petite-Patrie",8,5,72,15,19,34,19.2,0
"Le Corbusier / St-Martin O","Laval",5,1,4,0,0,0,16.4,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",8,2,57,14,14,28,18.6,0
"Terminus Newman (Airlie / Lafleur)","LaSalle",9,3,1,0,1,1,14.5,1
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",7,2,62,17,14,31,25.9,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",8,6,87,4,9,13,20,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",8,5,7,2,1,3,27.4,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",5,1,21,6,3,9,21.8,1
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",8,5,67,15,16,31,19.2,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",9,4,13,1,4,5,20.7,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",5,6,61,10,8,18,20.5,0
"Hamel / Sauriol","Ahuntsic-Cartierville",5,2,18,5,8,13,14.5,0
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",5,3,28,5,4,9,11.7,0
"Irwin / Allard","LaSalle",9,1,23,7,7,14,15.7,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",10,2,38,11,10,21,7.3,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",10,7,118,13,46,59,14,0
"Waverly / St-Viateur","Le Plateau-Mont-Royal",10,3,98,9,24,33,16.9,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",8,6,18,3,4,7,27.4,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",5,7,5,1,2,3,13.8,0
"Mayfield / St-Martin O","Laval",9,6,1,0,0,0,21.5,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",7,1,42,1,15,16,20.9,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",5,2,60,15,21,36,17.3,0
"St-Patrick / Briand","Le Sud-Ouest",6,4,65,8,19,27,15,0
"Métro Snowdon (Circle / Queen-Mary)","Côte-des-Neiges - Notre-Dame-de-Grâce",6,6,65,5,16,21,14.8,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",9,2,6,0,4,4,15.7,0
"Henri-Julien / de Castelnau","Villeray—Saint-Michel—Parc-Extension",6,7,106,7,25,32,15.8,0
"de la Sorbonne / du Rousillon","Laval",10,5,2,1,1,2,17.1,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",8,4,61,10,14,24,16.9,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",6,2,62,10,25,35,22.4,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",6,7,89,4,18,22,20.5,0
"Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)","Rosemont - La Petite-Patrie",7,1,46,5,23,28,20.4,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",10,2,54,8,24,32,17,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",6,1,55,8,15,23,23.4,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",5,3,46,15,3,18,11.7,0
"Tupper / du Fort","Ville-Marie",7,4,68,15,15,30,20.7,0
"Tupper / du Fort","Ville-Marie",7,1,69,13,23,36,24.3,0
"Desaulniers / Marquette","Longueuil",6,4,14,5,5,10,21.5,1
"Saint-Rémi / Valois","Laval",6,7,1,0,1,1,21.8,1
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",8,6,203,10,52,62,21.4,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",8,1,3,1,2,3,21.8,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",6,2,113,20,29,49,23.3,0
"Mayfield / St-Martin O","Laval",9,3,5,0,3,3,14.5,1
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",6,6,11,0,3,3,18.5,0
"St-Jacques / St-Laurent","Ville-Marie",7,3,50,4,28,32,24.8,0
"St-Germain / Hochelaga","Mercier - Hochelaga-Maisonneuve",9,7,47,2,7,9,18.1,0
"Brittany / Ainsley","Mont-Royal",9,6,17,0,4,4,16.4,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",7,4,10,1,5,6,20.2,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",6,1,80,21,25,46,23.7,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",7,7,36,5,10,15,23.5,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",5,7,95,3,27,30,20.4,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",10,7,49,3,14,17,13.1,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",8,3,16,1,12,13,19.2,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",6,4,25,0,8,8,15,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",6,3,36,11,6,17,16.7,0
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",10,2,46,8,19,27,16.4,0
"Boyer / Beaubien","Rosemont - La Petite-Patrie",8,2,178,34,59,93,15.5,0
"St-Patrick / Briand","Le Sud-Ouest",8,6,46,2,3,5,27.4,0
"Métro Snowdon (Circle / Queen-Mary)","Côte-des-Neiges - Notre-Dame-de-Grâce",5,7,16,1,5,6,12.1,1
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",10,4,32,2,3,5,7.5,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",10,3,29,9,9,18,6.7,0
"Atwater / Sherbrooke","Ville-Marie",7,7,51,5,19,24,23.5,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",9,4,89,16,23,39,18.4,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",7,1,27,6,4,10,24.3,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",6,6,19,1,5,6,14.8,0
"Hodge / Laperrière","Saint-Laurent",9,1,11,2,3,5,22.4,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",7,1,115,8,13,21,20.9,0
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",7,4,28,11,6,17,20.1,0
"Saint-Rémi / Valois","Laval",8,5,1,0,0,0,19.2,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",7,2,68,11,7,18,25.9,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",10,4,42,10,11,21,14.8,0
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",8,2,39,6,12,18,22,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",8,4,93,21,30,51,16.9,0
"Jean-Paul-Vincent / Adoncour","Longueuil",8,5,1,1,0,1,27.4,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",10,5,6,0,0,0,10.3,0
"Mayfield / St-Martin O","Laval",9,2,4,0,1,1,15.7,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",10,6,18,0,5,5,12.5,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",9,2,4,0,2,2,17.9,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",8,2,214,20,76,96,15.5,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",9,1,76,5,19,24,17.8,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",6,5,16,2,5,7,15.7,0
"Bélanger / des Galeries d'Anjou","Anjou",9,7,8,0,3,3,10.5,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",9,1,35,12,10,22,15.3,0
"St-Germain / Hochelaga","Mercier - Hochelaga-Maisonneuve",7,1,31,2,9,11,20.9,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",8,5,170,22,41,63,27.4,0
"Laval / du Mont-Royal","Le Plateau-Mont-Royal",8,6,101,6,28,34,24.3,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",10,2,45,11,6,17,7,0
"Le Corbusier / St-Martin O","Laval",10,2,6,1,0,1,9.4,0
"Tupper / du Fort","Ville-Marie",6,3,84,11,26,37,16.7,0
"Bélanger / des Galeries d'Anjou","Anjou",7,1,21,2,10,12,25.3,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",7,3,11,0,3,3,23.3,0
"Dollard / Bernard","Outremont",5,7,30,1,7,8,13.8,0
"Émile-Journault / de Châteaubriand","Ahuntsic-Cartierville",6,4,38,8,9,17,21.5,1
"Parc Bariteau (Saint-Georges)","Longueuil",8,2,1,0,1,1,15.5,0
"Mackay / René-Lévesque","Ville-Marie",6,5,88,15,24,39,18.4,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",10,6,216,6,51,57,12.5,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",5,2,14,1,7,8,17.3,0
"Union / Ste-Catherine","Ville-Marie",9,6,125,0,42,42,19.5,0
"Jean-Talon / de l'Épée","Villeray—Saint-Michel—Parc-Extension",8,6,28,2,4,6,20,0
"de Grenoble / de Cassis","Laval",8,4,2,0,1,1,16.9,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",5,5,58,2,15,17,14.2,0
"Mayfield / St-Martin O","Laval",5,5,2,0,0,0,17.4,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",9,1,66,9,19,28,17.8,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",6,7,2,0,1,1,21.8,1
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",8,3,37,6,5,11,14.2,1
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",10,5,22,0,5,5,17.1,0
"St-Laurent / Joliette","Longueuil",9,5,23,2,7,9,20.1,0
"Hodge / Laperrière","Saint-Laurent",10,3,9,0,1,1,16.9,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",9,6,8,2,0,2,19.5,0
"St-Dominique / Rachel","Le Plateau-Mont-Royal",9,5,255,29,59,88,20.3,0
"Union / Ste-Catherine","Ville-Marie",7,3,115,0,75,75,23.3,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",9,7,195,2,61,63,16.9,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",8,6,92,9,18,27,22.4,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",9,1,8,0,3,3,13.7,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",8,5,75,16,17,33,19.2,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",9,3,20,0,6,6,18.1,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",7,7,22,1,8,9,23.5,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",6,3,31,5,5,10,24.7,0
"Fullum / de Rouen","Ville-Marie",8,4,78,22,20,42,23.6,0
"Brébeuf / Curé-Poirier","Longueuil",10,2,8,3,3,6,17,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",7,6,79,10,15,25,22.7,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",8,4,4,0,1,1,26.8,0
"Mackay / Ste-Catherine","Ville-Marie",9,1,85,7,12,19,13.7,0
"Gilford / Papineau","Le Plateau-Mont-Royal",10,5,94,13,28,41,5.7,0
"Parc du Bois-Franc (de l'Équateur / des Andes)","Saint-Laurent",9,3,8,0,3,3,21.7,0
"Hodge / Laperrière","Saint-Laurent",9,3,8,2,6,8,19.8,0
"Mackay / Ste-Catherine","Ville-Marie",7,7,106,7,20,27,23.8,0
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",10,5,56,12,16,28,12.3,0
"St-Dominique / du Mont-Royal","Le Plateau-Mont-Royal",6,2,131,25,27,52,15,0
"Irwin / Allard","LaSalle",7,2,15,4,3,7,24.8,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",8,7,99,4,16,20,24.7,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",7,4,105,18,37,55,20.1,0
"Parc Hilda-Ramacière (de Bullion / Prince-Arthur)","Le Plateau-Mont-Royal",7,6,81,8,16,24,22.7,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",7,3,113,2,42,44,24.8,0
"de Grenoble / de Cassis","Laval",10,3,2,0,1,1,9.7,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",5,5,32,9,12,21,20.3,0
"5e avenue / Rosemont","Rosemont - La Petite-Patrie",10,2,39,18,13,31,9.4,0
"de Grenoble / de Cassis","Laval",9,5,2,0,0,0,16.6,0
"St-Germain / Hochelaga","Mercier - Hochelaga-Maisonneuve",9,3,58,9,12,21,18.1,0
"Parc Bariteau (Saint-Georges)","Longueuil",8,2,8,2,5,7,23.9,0
"Mackay / Ste-Catherine","Ville-Marie",10,7,71,6,17,23,14,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",8,2,14,0,8,8,18.6,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",7,1,30,3,14,17,20.4,0
"Le Corbusier / St-Martin O","Laval",5,7,3,0,1,1,12.1,1
"Hamel / Sauriol","Ahuntsic-Cartierville",5,7,3,1,0,1,12.1,1
"Hamel / Sauriol","Ahuntsic-Cartierville",8,4,14,5,4,9,23.6,0
"Parc Aimé-Léonard (Gouin / Ste-Gertrude)","Montréal-Nord",8,1,4,0,3,3,21.8,0
"Mayfield / St-Martin O","Laval",8,2,5,0,1,1,15.5,0
"de Grenoble / de Cassis","Laval",7,7,12,0,3,3,23.8,0
"Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain)","Rosemont - La Petite-Patrie",7,3,63,7,28,35,23.3,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",6,1,103,20,33,53,23.4,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",8,4,33,1,23,24,21.3,0
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",9,5,30,11,9,20,16.6,0
"St-Patrick / Briand","Le Sud-Ouest",6,3,57,10,21,31,22.3,1
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",7,7,103,6,28,34,23.8,0
"Centre des loisirs (Tassé / Grenet)","Saint-Laurent",5,3,4,2,0,2,11.7,0
"St-Dominique / Bernard","Le Plateau-Mont-Royal",9,5,57,6,19,25,20.3,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",5,2,36,9,5,14,14.5,0
"de Bullion / St-Joseph","Le Plateau-Mont-Royal",10,1,49,15,9,24,17.3,0
"Robert-Bourassa / René-Lévesque","Ville-Marie",7,1,52,2,8,10,20.9,0
"Place du Village (St-Jean-Baptiste / Notre-Dame)","Rivière-des-Prairies - Pointe-aux-Trembles",7,5,12,1,0,1,21,0
"Dollard / Bernard","Outremont",9,6,13,2,2,4,15.9,1
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",8,2,48,9,9,18,18.6,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",6,1,171,3,55,58,20.5,0
"Hamel / Sauriol","Ahuntsic-Cartierville",6,1,32,11,5,16,23.4,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",7,4,25,2,6,8,20.7,0
"Brittany / Ainsley","Mont-Royal",10,2,15,1,3,4,9.4,0
"Hodge / Laperrière","Saint-Laurent",7,1,11,2,4,6,24.3,0
"Mackay / Ste-Catherine","Ville-Marie",7,1,132,9,38,47,26.2,0
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",7,6,32,3,13,16,22.7,0
"Mayfield / St-Martin O","Laval",5,1,3,0,1,1,15.3,0
"Aylmer / Ste-Catherine","Ville-Marie",7,4,102,10,38,48,25.4,0
"Parc Bariteau (Saint-Georges)","Longueuil",8,4,3,0,0,0,23.6,0
"Hodge / Laperrière","Saint-Laurent",6,1,6,0,3,3,20.5,0
"Métro de la Savane (Décarie / de Sorel)","Côte-des-Neiges - Notre-Dame-de-Grâce",9,4,23,0,12,12,18.4,0
"Mayfield / St-Martin O","Laval",7,3,1,0,0,0,24.8,0
"de Grenoble / de Cassis","Laval",5,3,1,0,1,1,10.2,0
"Hamel / Sauriol","Ahuntsic-Cartierville",7,6,15,1,6,7,23.1,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",8,1,4,3,0,3,18.4,0
"Brittany / Ainsley","Mont-Royal",7,3,24,2,8,10,23.3,0
"Bélanger / des Galeries d'Anjou","Anjou",6,2,19,2,11,13,26.7,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",6,2,89,23,25,48,22.4,0
"Louis-Hémon / Rosemont","Rosemont - La Petite-Patrie",6,6,74,11,4,15,19.8,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",5,6,6,1,2,3,14.5,0
"Aylmer / Prince-Arthur","Le Plateau-Mont-Royal",5,5,166,21,48,69,12.4,0
"Parc St-Claude (7e Avenue / 8e rue)","Laval",8,7,8,0,0,0,20.4,0
"Michelet / Jean-Talon","Saint-Léonard",9,1,14,2,0,2,13.7,0
"Parc Bariteau (Saint-Georges)","Longueuil",8,4,6,1,4,5,26.8,0
"de Grenoble / de Cassis","Laval",9,7,5,2,1,3,21.7,0
"Parc de la Confédération (Fielding / West Hill)","Côte-des-Neiges - Notre-Dame-de-Grâce",9,7,29,2,10,12,16.9,0
"Saint-Rémi / Valois","Laval",5,4,6,0,0,0,18.9,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",10,2,182,35,49,84,17,0
"St-Dominique / Rachel","Le Plateau-Mont-Royal",6,3,203,50,44,94,28.7,0
"Louis-Hébert / Bélanger","Villeray—Saint-Michel—Parc-Extension",6,3,34,7,8,15,16.7,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",7,7,346,20,57,77,23.5,0
"Querbes / Laurier","Outremont",8,2,85,20,28,48,18.6,0
"Fullum / de Rouen","Ville-Marie",8,4,64,10,18,28,16.8,0
"Le Corbusier / St-Martin O","Laval",6,7,2,0,2,2,15.8,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",9,1,7,1,3,4,17.8,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",5,5,36,5,11,16,14.4,0
"Desaulniers / Marquette","Longueuil",10,4,12,3,3,6,7.5,0
"Collège de Rosemont (Beaubien / 15e avenue)","Rosemont - La Petite-Patrie",8,6,35,4,10,14,21.4,0
"de Grenoble / de Cassis","Laval",10,4,6,0,5,5,7.5,0
"Le Corbusier / St-Martin O","Laval",9,2,8,1,1,2,13.7,0
"Desaulniers / Marquette","Longueuil",5,2,8,3,0,3,17.3,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",9,4,17,0,5,5,21.6,0
"Cartier / Dandurand","Rosemont - La Petite-Patrie",8,5,109,21,23,44,19.2,0
"de Chenonceau / Chomedey","Laval",10,2,1,0,0,0,9.4,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",8,5,3,0,0,0,27.4,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",8,5,189,21,35,56,24.5,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",7,7,3,0,1,1,23.8,0
"Dollard / Bernard","Outremont",7,4,50,11,11,22,20.7,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",6,7,1,0,0,0,16.3,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",5,1,57,6,26,32,15.3,0
"Clark / de Liège","Villeray—Saint-Michel—Parc-Extension",6,3,65,9,21,30,24.7,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",10,7,83,6,17,23,14,0
"Chambord / Beaubien","Rosemont - La Petite-Patrie",7,2,94,17,26,43,21.8,0
"41e avenue / Rosemont","Rosemont - La Petite-Patrie",9,1,24,3,8,11,15.3,0
"Melville / de Maisonneuve","Westmount",7,4,97,16,23,39,20.7,0
"Parc Courbertin (Valéry / Perrier)","Saint-Léonard",6,6,10,1,1,2,18.5,0
"Métro Crémazie (Crémazie / Lajeunesse)","Ahuntsic-Cartierville",7,4,73,15,20,35,20.7,0
"de la Sorbonne / du Rousillon","Laval",5,7,3,0,0,0,18.3,0
"St-Jacques / St-Laurent","Ville-Marie",8,4,72,3,15,18,26.8,0
"de St-Vallier / St-Zotique","Rosemont - La Petite-Patrie",9,5,117,21,26,47,20.1,0
"St-Jacques / St-Laurent","Ville-Marie",9,5,64,4,19,23,20.1,0
"Boyer / Everett","Villeray—Saint-Michel—Parc-Extension",8,5,84,16,26,42,19.7,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",8,1,70,15,26,41,21.8,0
"Union / Ste-Catherine","Ville-Marie",10,7,45,0,15,15,14,0
"de Hampton / de Monkland","Côte-des-Neiges - Notre-Dame-de-Grâce",5,6,37,3,8,11,12.8,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",8,7,308,14,74,88,24.7,0
"St-Germain / Hochelaga","Mercier - Hochelaga-Maisonneuve",5,5,36,7,12,19,14.4,0
"Jean-Paul-Vincent / Adoncour","Longueuil",9,3,5,0,4,4,18.1,0
"Souligny / Desmarteau","Mercier - Hochelaga-Maisonneuve",5,4,5,3,1,4,11.1,0
"Carrefour Angrignon (Angrignon / Newman)","LaSalle",8,5,32,0,5,5,24.5,0
"Gare du Ruisseau (Dutrisac / Henri-Bourassa)","Saint-Laurent",9,3,3,1,1,2,14.5,1
"Cartier / Dandurand","Rosemont - La Petite-Patrie",8,7,73,12,17,29,24.7,0
"Travaux publics LaSalle (Cordner / Léger)","LaSalle",7,2,19,5,5,10,25.9,0
"Irwin / Allard","LaSalle",10,4,14,4,2,6,6.7,0
"Mairie d'arrondissement LaSalle (Dupras / Jeannette)","LaSalle",9,7,7,0,1,1,18.1,0
"Métro Jean-Talon (Berri / Jean-Talon)","Villeray—Saint-Michel—Parc-Extension",10,2,83,9,24,33,7,0
"Parc Chenier (de l'Aréna / Chenier)","Anjou",6,4,15,2,0,2,20.2,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",10,1,179,14,49,63,12,0
"Parc Bariteau (Saint-Georges)","Longueuil",10,2,2,0,0,0,7.3,0
"Hodge / Laperrière","Saint-Laurent",5,5,6,0,2,2,17.4,0
"Desaulniers / Marquette","Longueuil",7,3,12,1,4,5,25.3,0
"Boyer / Jean-Talon","Rosemont - La Petite-Patrie",7,3,96,21,13,34,22.9,1
"29e avenue / St-Zotique","Rosemont - La Petite-Patrie",9,5,36,12,13,25,20.3,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",7,5,29,2,8,10,25.3,0
"Saint-Rémi / Valois","Laval",5,2,4,0,1,1,17.3,0
"Métro Jarry (Lajeunesse / Jarry)","Villeray—Saint-Michel—Parc-Extension",8,4,212,43,62,105,23.6,0
"Léa-Roback / Sir-Georges-Etienne-Cartier","Le Sud-Ouest",5,3,142,20,40,60,16.7,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",7,4,47,10,8,18,20.2,0
"Mackay / René-Lévesque","Ville-Marie",9,2,106,22,30,52,17.9,0
"Ontario / Sicard","Mercier - Hochelaga-Maisonneuve",5,5,49,7,16,23,17.4,0
"Desaulniers / Marquette","Longueuil",5,6,22,2,3,5,20.5,0
"Irwin / Allard","LaSalle",7,5,32,6,4,10,21,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",5,2,106,22,20,42,17.7,0
